"Prompt_ID","Test_Type","Description","Tool_Call"
"63","Integration Testing","Precondition: Ensure the ML service is running and the ArcFace model is loaded. Input: Send a POST request to /api/login/register without an image_base64. Target: /api/login/register endpoint. Expected: Receive a 400 status code with message 'Missing image_base64'. PASS if the response is a 400 error; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_13"",""type"":""function"",""function"":{""name"":""register_without_image_base64"",""arguments"":""{\""name\"": \""Jane Doe\"", \""age\"": 25}""}}]}"
"64","Integration Testing","Precondition: Ensure the ML service is running and the YOLO model is loaded. Input: Send a POST request to /api/login/verify-dl with an expired pending_id. Target: /api/login/verify-dl endpoint. Expected: Receive a 400 status code with message 'Pending registration expired or not found'. PASS if the response is a 400 error; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_14"",""type"":""function"",""function"":{""name"":""verify_dl_with_expired_pending_id"",""arguments"":""{\""pending_id\"": \""<expired_pending_id>\"", \""image\"": \""<base64_encoded_dl_image>\""}""}}]}"
"65","Integration Testing","Precondition: Ensure the ML service is running and the YOLO model is loaded. Input: Connect to the WebSocket endpoint ws://<host>/api/login/ws/dl-verify with an invalid pending_id. Target: /api/login/ws/dl-verify WebSocket endpoint. Expected: The socket closes immediately with code 1008. PASS if the socket closes with code 1008; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_15"",""type"":""function"",""function"":{""name"":""connect_dl_verify_with_invalid_pending_id"",""arguments"":""{\""pending_id\"": \""<invalid_pending_id>\""}""}}]}"
"66","Integration Testing","Precondition: Ensure the ML service is running and the distraction detection model is loaded. Input: Send a GET request to /api/recalibrate. Target: /api/recalibrate endpoint. Expected: The distraction detector resets its calibration state. PASS if the calibration state is reset; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_16"",""type"":""function"",""function"":{""name"":""recalibrate_distraction_detector"",""arguments"":""{}""}}]}"
"67","Integration Testing","Precondition: Ensure the ML service is running and all required models are loaded. Input: Send a POST request to /api/demo/reset-driver with a valid driver_id and DEMO_RESET_ENABLED=1. Target: /api/demo/reset-driver endpoint. Expected: The driver record is deleted from the database. PASS if the driver is deleted; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_17"",""type"":""function"",""function"":{""name"":""reset_demo_driver"",""arguments"":""{\""driver_id\"": \""ABC123DEF\""}""}}]}"
"68","Integration Testing","Precondition: Ensure the ML service is running and the ArcFace model is loaded. Input: Send a POST request to /api/login/ with a corrupt image file. Target: /api/login/ endpoint. Expected: Receive a 400 status code with message 'Could not decode image'. PASS if the response is a 400 error; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_18"",""type"":""function"",""function"":{""name"":""login_with_corrupt_image"",""arguments"":""{\""image\"": \""<corrupt_base64_encoded_image>\""}""}}]}"
"69","Integration Testing","Precondition: Ensure the ML service is running and the YOLO model is loaded. Input: Send a POST request to /api/login/verify-dl with a mismatched name on the driving license. Target: /api/login/verify-dl endpoint. Expected: Receive a 400 status code with message 'Mismatched Name'. PASS if the response is a 400 error; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_19"",""type"":""function"",""function"":{""name"":""verify_dl_with_name_mismatch"",""arguments"":""{\""pending_id\"": \""<valid_pending_id>\"", \""image\"": \""<base64_encoded_dl_image>\""}""}}]}"
"70","Integration Testing","Precondition: Ensure the ML service is running and the YOLO model is loaded. Input: Send a POST request to /api/login/verify-dl with an unreadable DL number. Target: /api/login/verify-dl endpoint. Expected: Receive a 400 status code with message 'Could not read DL number from licence'. PASS if the response is a 400 error; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_20"",""type"":""function"",""function"":{""name"":""verify_dl_with_unreadable_number"",""arguments"":""{\""pending_id\"": \""<valid_pending_id>\"", \""image\"": \""<base64_encoded_dl_image>\""}""}}]}"
"71","Integration Testing","Precondition: Ensure the ML service is running and the ArcFace model is loaded. Input: Send a POST request to /api/login/ with an empty image file. Target: /api/login/ endpoint. Expected: Receive a 400 status code with message 'Empty image'. PASS if the response is a 400 error; FAIL otherwise.","{""role"": ""assistant"", ""tool_calls"": [{""id"": ""call_21"", ""type"": ""function"", ""function"": {""name"": ""login_with_empty_image"", ""arguments"": ""{\""image\"": \\""\""""}""""}}]}"""
"72","Integration Testing","Precondition: Ensure the ML service is running and the YOLO model is loaded. Input: Send a POST request to /api/login/verify-dl with a mismatched age on the driving license. Target: /api/login/verify-dl endpoint. Expected: Receive a 400 status code with message 'Mismatched Age'. PASS if the response is a 400 error; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_22"",""type"":""function"",""function"":{""name"":""verify_dl_with_age_mismatch"",""arguments"":""{\""pending_id\"": \""<valid_pending_id>\"", \""image\"": \""<base64_encoded_dl_image>\""}""}}]}"
"73","Integration Testing","Precondition: Ensure the ML service is running and all required models are loaded. Input: Send a GET request to /health. Target: /health endpoint. Expected: Receive a 200 status code with {'status': 'ok'} in the response. PASS if the response matches the expected output; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_23"",""type"":""function"",""function"":{""name"":""check_api_gateway_health"",""arguments"":""{}""}}]}"
"74","Integration Testing","Precondition: Ensure the ML service is running and all required models are loaded. Input: Send a GET request to /health (port 8001). Target: /health endpoint on port 8001. Expected: Receive a 200 status code with {'status': 'ok', 'service': 'ml-service'} in the response. PASS if the response matches the expected output; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_24"",""type"":""function"",""function"":{""name"":""check_ml_service_health"",""arguments"":""{}""}}]}"
"75","Integration Testing","Precondition: Ensure the ML service is running and all required models are loaded. Input: Send a GET request to /health/models. Target: /health/models endpoint. Expected: Receive a detailed model status with all models loaded successfully. PASS if all models show as loaded; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_25"",""type"":""function"",""function"":{""name"":""check_model_health"",""arguments"":""{}""}}]}"
"76","Integration Testing","Precondition: Ensure the ML service is running and the ArcFace model is loaded. Input: Send a POST request to /api/login/ with a registered driver's face image and correct driver_id. Target: /api/login/ endpoint. Expected: Receive a 200 status code with driver_id, driver_name, and age in the response. PASS if the response matches the expected output; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_26"",""type"":""function"",""function"":{""name"":""login_with_correct_driver_id"",""arguments"":""{\""driver_id\"": \""ABC123\"", \""image\"": \""<base64_encoded_image>\""}""}}]}"
"77","Integration Testing","Precondition: Ensure the ML service is running and the ArcFace model is loaded. Input: Send a POST request to /api/login/ with a registered driver's face image and incorrect driver_id. Target: /api/login/ endpoint. Expected: Receive a 401 status code indicating the face is not recognized. PASS if the response is a 401 error; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_27"",""type"":""function"",""function"":{""name"":""login_with_incorrect_driver_id"",""arguments"":""{\""driver_id\"": \""XYZ789\"", \""image\"": \""<base64_encoded_image>\""}""}}]}"
"78","Integration Testing","Precondition: Ensure the ML service is running and the ArcFace model is loaded. Input: Send a POST request to /api/login/register with a new driver's name and base64-encoded face image, but without age. Target: /api/login/register endpoint. Expected: Receive a 200 status code with a pending_id in the response. PASS if the pending_id is returned; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_28"",""type"":""function"",""function"":{""name"":""register_new_driver_without_age"",""arguments"":""{\""name\"": \""John Doe\"", \""image_base64\"": \""<base64_encoded_image>\""}""}}]}"
"79","Integration Testing","Precondition: Ensure the ML service is running and the YOLO model is loaded. Input: Connect to the WebSocket endpoint ws://<host>/api/login/ws/dl-verify with a valid pending_id and stream frames. Target: /api/login/ws/dl-verify WebSocket endpoint. Expected: Receive annotated JPEG and JSON responses, and registration.status = 'completed'. PASS if the registration completes; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_29"",""type"":""function"",""function"":{""name"":""stream_dl_verify_with_valid_pending_id"",""arguments"":""{\""pending_id\"": \""<valid_pending_id>\""}""}}]}"
"80","Integration Testing","Precondition: Ensure the ML service is running and all required models are loaded. Input: Send a POST request to /api/safety-score/compute with a valid driver_id and score_date. Target: /api/safety-score/compute endpoint. Expected: Receive a 200 status code with the computed safety score. PASS if the safety score is returned; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_30"",""type"":""function"",""function"":{""name"":""compute_safety_score"",""arguments"":""{\""driver_id\"": \""ABC123\"", \""score_date\"": \""2026-04-09\""}""}}]}"
"81","Integration Testing","Precondition: Ensure the ML service is running and all required models are loaded. Input: Send a GET request to /api/safety-score/ with a valid driver_id and date range. Target: /api/safety-score/ endpoint. Expected: Receive a 200 status code with an array of daily scores. PASS if the daily scores are returned; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_31"",""type"":""function"",""function"":{""name"":""get_safety_scores"",""arguments"":""{\""driver_id\"": \""ABC123\"", \""date_from\"": \""2026-04-01\"", \""date_to\"": \""2026-04-09\""}""}}]}"
"82","Integration Testing","Precondition: Ensure the ML service is running and all required models are loaded. Input: Send a GET request to /api/safety-score/ with an invalid date format. Target: /api/safety-score/ endpoint. Expected: Receive a 400 status code indicating an invalid date format. PASS if the response is a 400 error; FAIL otherwise.","{""role"":""assistant"",""tool_calls"":[{""id"":""call_32"",""type"":""function"",""function"":{""name"":""get_safety_scores_with_invalid_date"",""arguments"":""{\""driver_id\"": \""ABC123\"", \""date_from\"": \""2026-04-01\"", \""date_to\"": \""invalid-date\""}""}}]}"
